Company name,Industry group,Country,Full time employees,Risk rating score,Risk rating assessment,Industry group position,Industry group positions total,Universe position,Universe positions total,Company description
Alembic Pharmaceuticals Ltd.,Pharmaceuticals,India,"14,593",34.1,High Risk,695,896,12907,15785,"Alembic Pharmaceuticals Ltd is a specialty and generic drug manufacturing company. The company focuses on manufacturing and marketing generic pharmaceutical products across the globe. Alembic also operates a branded formulation business that covers a range of therapeutic areas such as dermatology, oncology, ophthalmology, and injectable formulations. The company considers merger and acquisition investment as a potential component of its operational growth strategy for expanding its research, development, manufacturing, and marketing capabilities."
Alerus Financial Corp.,Banks,United States of America,773,29.8,Medium Risk,751,1014,10793,15785,"Alerus Financial Corp is a financial holding company registered in the United States. The company operates in four segments: Banking, Retirement & Benefit Services, Wealth Management, and Mortgage. It provides various banking services such as checking, debit cards, savings, current deposits, loans and advances, online banking, mobile banking, private banking, payment solutions, and other business products. Additionally, the company provides mortgage loans, retirement planning solutions, individual retirement accounts, retirement plan advisory services as well as wealth management services, including financial & estate planning, trust, and fiduciary services. The company's revenue mainly consists of interest income, commission, management fees, and other income."
"Alexander & Baldwin, Inc.",Real Estate,United States of America,144,21.2,Medium Risk,801,1044,5138,15785,"Alexander & Baldwin Inc operates in the real estate sector. It functions through two segments namely Commercial Real Estate and Land Operations The Commercial Real Estate segment owns and manages retail, industrial and office properties in Hawaii, thereby accounting for majority of the company's revenue. The Land Operations segment actively manages the company's land and real estate-related assets and makes optimum utilization of these assets. Geographically, the activities are carried out across the United States."
"Alexander Marine Co., Ltd.",Consumer Durables,Taiwan,567,13.7,Low Risk,45,229,1150,15785,"Alexander Marine Co Ltd is a Taiwan based boatmaker company. It is engaged in manufacturing and selling luxury yachts and spare parts. Its product series includes explorer, legend, revolution, and divergence."
"Alexander's, Inc.",Real Estate,United States of America,69,20.2,Medium Risk,747,1044,4529,15785,"Alexander's Inc is a real estate investment trust engaged in leasing, managing, developing and redeveloping its properties. It has six properties in the greater New York City metropolitan area. All of the revenues come from properties located in New York City which include revenues from leasing of space to tenants at their properties and revenues from parking and tenant services."
Alexandria Mineral Oils Co.,Chemicals,Egypt,N/A,33.0,High Risk,346,569,12490,15785,"Alexandria Mineral Oils Co operates in the petroleum industry. The company is mainly engaged in the production and distribution of oil products in Egypt and in international markets. The company’s principal products consist of base oils; special oils, including automatic transmission fluids, transformer oil, and spindle oil; hydrotreated paraffin wax; and fuel oil blend and furnace oil."
"Alexandria Real Estate Equities, Inc.",Real Estate,United States of America,593,13.9,Low Risk,290,1044,1229,15785,"Alexandria Real Estate Equities Inc is an urban office real estate investment trust (REIT). It is engaged in the business of providing space for lease to life science, agtech, and technology tenants. The company has established a significant market presence in key locations, including Greater Boston, the San Francisco Bay Area, New York City, San Diego, Seattle, Maryland, and Research Triangle. Alexandria has a longstanding and proven track record of developing Class A properties clustered in urban life science, agtech, and technology campuses that provide tenants with highly dynamic and collaborative environments. Alexandria also provides strategic capital to transformative life science, agtech, and technology companies through venture capital platform."
Alfa Desarrollo SpA,Diversified Financials,Chile,N/A,31.3,High Risk,574,912,11675,15785,"Alfa Desarrollo SpA operates through its subsidiary Colbun Transmision S.A., which is engaged in the transportation of electric energy. The electricity sector is divided into three different segments: Generation, Transmission and Distribution. The Company is involved in the Transmission segment, both for regulated customers' National System, Zonal Systems and Development Axes and contracts with customers that are both Generators and Unregulated Customers to provide them with Transmission Services."
Alfa Financial Software Holdings Plc,Software & Services,United Kingdom,462,14.5,Low Risk,48,1106,1468,15785,"Alfa Financial Software Holdings PLC is a Developer of software systems and services designed for the global asset and automotive finance industry. The company's technology platform supports both retail and corporate business for auto, equipment, wholesale, and dealer finance on a multijurisdictional basis, including leases/loans, originations, and servicing, enabling finance companies to find compelling solutions."
Alfa Laval AB,Machinery,Sweden,"21,089",23.8,Medium Risk,132,585,6919,15785,"Alfa Laval is a leading manufacturer of highly engineered equipment, primarily in the areas of separation, heat transfer, and fluid handling used by a diverse range of customers spanning the food, water, energy, and marine industry verticals. These products play a key role in a number of industrial processes, and Alfa Laval enjoys a leading position in all three areas. Alfa Laval’s history stretches back 140 years to when its first separator was developed. The company is listed on the Stockholm stock exchange."
Alfa SAB de CV,Industrial Conglomerates,Mexico,"57,709",44.6,Severe Risk,90,125,15092,15785,"Alfa SAB de CV is a Mexican company controlling three principal businesses: Alpek; Sigma and Axtel. The segments of the company are: 1) Alpek, This segment operates in the petrochemical and synthetic fibers industry, and its revenues are derived from sales of its products: polyester, plastics and chemicals. 2) Sigma, This segment operates in the refrigerated food sector and its revenues are derived from sales of its main products: deli meats, dairy and other processed foods. 3) Axtel, This segment operates in the telecommunications sector and its revenues are derived from the provision of data transmission services, internet and long-distance phone service. 4) Other segments, include all other companies operating in business services and others that are non-reportable segments."
